sheet,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
Year 2010-2011,575258,11001,ASSTD DESIGN RACING CAR PEN,32,2011-11-09 12:00:00,1.69,13623.0,United Kingdom
Year 2010-2011,575330,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-09 13:50:00,2.95,15152.0,United Kingdom
Year 2010-2011,575340,21507,ELEPHANT BIRTHDAY CARD ,12,2011-11-09 14:31:00,0.42,15485.0,United Kingdom
Year 2010-2011,575475,23206,LUNCH BAG APPLE DESIGN,10,2011-11-09 16:03:00,1.65,17702.0,United Kingdom
Year 2010-2011,575490,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-11-09 17:44:00,1.65,15031.0,United Kingdom
Year 2010-2011,575491,72122,COFFEE SCENT PILLAR CANDLE,3,2011-11-09 17:47:00,0.95,15531.0,United Kingdom
Year 2010-2011,575515,22423,REGENCY CAKESTAND 3 TIER,16,2011-11-10 10:41:00,10.95,17315.0,United Kingdom
Year 2010-2011,575517,23426,METAL SIGN DROP YOUR PANTS,5,2011-11-10 10:49:00,2.89,14562.0,United Kingdom
Year 2010-2011,575517,22632,HAND WARMER RED RETROSPOT,3,2011-11-10 10:49:00,2.1,14562.0,United Kingdom
Year 2010-2011,575602,23343,JUMBO BAG VINTAGE CHRISTMAS ,4,2011-11-10 12:27:00,2.08,17059.0,United Kingdom
Year 2010-2011,C575606,CRUK,CRUK Commission,-1,2011-11-10 12:37:00,517.51,14096.0,United Kingdom
Year 2010-2011,575683,23080,RED METAL BOX TOP SECRET,48,2011-11-10 15:51:00,7.5,17389.0,United Kingdom
Year 2010-2011,575726,20727,LUNCH BAG  BLACK SKULL.,1,2011-11-10 19:12:00,1.65,16791.0,United Kingdom
Year 2010-2011,575731,23330,DECORATIVE WICKER HEART MEDIUM,2,2011-11-10 20:01:00,1.25,13230.0,United Kingdom
Year 2010-2011,575760,21479,WHITE SKULL HOT WATER BOTTLE ,2,2011-11-11 10:50:00,4.25,15965.0,United Kingdom
Year 2010-2011,575849,21208,PASTEL COLOUR HONEYCOMB FAN,36,2011-11-11 12:11:00,0.39,14790.0,United Kingdom
Year 2010-2011,575851,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,2011-11-11 12:13:00,0.42,14662.0,United Kingdom
Year 2010-2011,575851,22942,CHRISTMAS LIGHTS 10 SANTAS ,1,2011-11-11 12:13:00,8.5,14662.0,United Kingdom
Year 2010-2011,575917,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-11 16:57:00,4.95,13895.0,United Kingdom
Year 2010-2011,575937,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-11-13 11:24:00,2.08,12935.0,United Kingdom
Year 2010-2011,575941,22810,SET OF 6 T-LIGHTS SNOWMEN,2,2011-11-13 11:39:00,2.95,16438.0,United Kingdom
Year 2010-2011,575965,23335,EGG FRYING PAN IVORY ,6,2011-11-13 12:32:00,2.08,13426.0,United Kingdom
Year 2010-2011,575985,23405,HOME SWEET HOME 2 DRAWER CABINET,12,2011-11-13 14:09:00,4.95,17841.0,United Kingdom
Year 2010-2011,575989,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-11-13 14:20:00,2.95,14698.0,United Kingdom
Year 2010-2011,576062,22077,6 RIBBONS RUSTIC CHARM,3,2011-11-13 15:30:00,1.95,12867.0,United Kingdom
Year 2010-2011,576075,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,2,2011-11-13 16:16:00,3.25,15861.0,United Kingdom
Year 2010-2011,576076,23299,FOOD COVER WITH BEADS SET 2 ,3,2011-11-13 16:18:00,3.75,14382.0,United Kingdom
Year 2010-2011,576078,21313,GLASS HEART T-LIGHT HOLDER ,1,2011-11-13 16:22:00,0.85,14432.0,United Kingdom
Year 2010-2011,576212,22610,PENS ASSORTED FUNNY FACE,36,2011-11-14 12:45:00,0.19,18082.0,United Kingdom
Year 2010-2011,C576216,22847,BREAD BIN DINER STYLE IVORY,-1,2011-11-14 12:56:00,16.95,12584.0,Italy
Year 2010-2011,C576232,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2011-11-14 13:25:00,4.95,15839.0,United Kingdom
Year 2010-2011,576303,23357,HOT WATER BOTTLE SEX BOMB,1,2011-11-14 14:51:00,4.95,15532.0,United Kingdom
Year 2010-2011,576339,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-11-14 15:27:00,5.79,14096.0,United Kingdom
Year 2010-2011,C576338,CRUK,CRUK Commission,-1,2011-11-14 15:27:00,1038.75,14096.0,United Kingdom
Year 2010-2011,576362,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-11-14 17:11:00,1.45,14755.0,United Kingdom
Year 2010-2011,576364,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-11-14 17:40:00,1.45,15009.0,United Kingdom
Year 2010-2011,576364,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2011-11-14 17:40:00,9.95,15009.0,United Kingdom
Year 2010-2011,576378,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-11-15 09:15:00,2.95,15628.0,United Kingdom
Year 2010-2011,576383,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-11-15 09:31:00,8.25,12883.0,United Kingdom
Year 2010-2011,576463,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2011-11-15 11:37:00,2.1,17974.0,United Kingdom
Year 2010-2011,576520,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2011-11-15 12:33:00,2.1,14467.0,United Kingdom
Year 2010-2011,C576561,22386,JUMBO BAG PINK POLKADOT,-2,2011-11-15 13:22:00,1.79,15311.0,United Kingdom
Year 2010-2011,576598,23439,HAND WARMER RED LOVE HEART,12,2011-11-15 15:05:00,2.1,13437.0,United Kingdom
Year 2010-2011,576602,23569,TRADTIONAL ALPHABET STAMP SET,8,2011-11-15 15:20:00,4.95,14156.0,EIRE
Year 2010-2011,576630,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-11-16 08:38:00,3.75,13816.0,Germany
Year 2010-2011,576642,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-11-16 09:59:00,1.95,12963.0,United Kingdom
Year 2010-2011,576650,16161U,WRAP SUKI AND FRIENDS,25,2011-11-16 10:34:00,0.42,14286.0,United Kingdom
Year 2010-2011,576653,85178,VICTORIAN SEWING KIT,24,2011-11-16 10:45:00,1.25,14156.0,EIRE
Year 2010-2011,576665,22421,LIPSTICK PEN FUSCHIA,1,2011-11-16 11:46:00,0.42,17841.0,United Kingdom
Year 2010-2011,576686,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-11-16 12:08:00,0.42,16916.0,United Kingdom
Year 2010-2011,576695,22633,HAND WARMER UNION JACK,1,2011-11-16 12:25:00,2.1,16469.0,United Kingdom
Year 2010-2011,C576785,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2011-11-16 13:51:00,3.75,14109.0,United Kingdom
Year 2010-2011,576837,20775,DAISY NOTEBOOK ,1,2011-11-16 15:16:00,1.63,,United Kingdom
Year 2010-2011,576840,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-11-16 15:23:00,4.96,,United Kingdom
Year 2010-2011,576845,23534,STOP FOR TEA WALL ART,4,2011-11-16 15:34:00,5.95,12991.0,United Kingdom
Year 2010-2011,576851,23101,SILVER STARS TABLE DECORATION,1,2011-11-16 15:41:00,0.83,15967.0,United Kingdom
Year 2010-2011,576864,22092,BLUE PAISLEY TISSUE BOX,2,2011-11-16 16:06:00,0.39,12748.0,United Kingdom
Year 2010-2011,576881,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-11-16 17:10:00,2.1,14673.0,United Kingdom
Year 2010-2011,576904,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-11-17 09:25:00,1.25,14931.0,Channel Islands
Year 2010-2011,576909,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-11-17 09:49:00,1.45,12471.0,Germany
Year 2010-2011,576933,22367,CHILDRENS APRON SPACEBOY DESIGN,4,2011-11-17 11:29:00,1.95,15529.0,United Kingdom
Year 2010-2011,577033,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-17 13:16:00,1.69,17797.0,United Kingdom
Year 2010-2011,577044,22584,PACK OF 6 PANETTONE GIFT BOXES,144,2011-11-17 13:45:00,2.1,17428.0,United Kingdom
Year 2010-2011,577057,21930,JUMBO STORAGE BAG SKULLS,1,2011-11-17 14:26:00,2.08,12748.0,United Kingdom
Year 2010-2011,577152,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-11-18 09:53:00,1.65,14277.0,France
Year 2010-2011,577157,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,2011-11-18 09:58:00,3.75,12451.0,Switzerland
Year 2010-2011,577165,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-18 10:27:00,0.29,13171.0,United Kingdom
Year 2010-2011,577167,22241,GARLAND WOODEN HAPPY EASTER,1,2011-11-18 10:41:00,1.25,16511.0,United Kingdom
Year 2010-2011,577310,23444,Next Day Carriage,1,2011-11-18 13:15:00,15.0,13516.0,United Kingdom
Year 2010-2011,577312,23330,DECORATIVE WICKER HEART MEDIUM,12,2011-11-18 13:18:00,1.25,17049.0,United Kingdom
Year 2010-2011,577317,22865,HAND WARMER OWL DESIGN,4,2011-11-18 13:33:00,2.1,16426.0,United Kingdom
Year 2010-2011,C577342,BANK CHARGES,Bank Charges,-1,2011-11-18 15:11:00,490.06,,United Kingdom
Year 2010-2011,577438,21042,RED RETROSPOT APRON ,1,2011-11-20 11:09:00,5.95,18118.0,United Kingdom
Year 2010-2011,577493,22562,MONSTERS STENCIL CRAFT,4,2011-11-20 12:13:00,1.25,17323.0,United Kingdom
Year 2010-2011,577500,22867,HAND WARMER BIRD DESIGN,1,2011-11-20 12:30:00,2.1,14052.0,United Kingdom
Year 2010-2011,577521,22564,ALPHABET STENCIL CRAFT,3,2011-11-20 13:23:00,1.25,16411.0,United Kingdom
Year 2010-2011,577526,22384,LUNCH BAG PINK POLKADOT,10,2011-11-20 13:39:00,1.65,16513.0,United Kingdom
Year 2010-2011,577535,23553,LANDMARK FRAME CAMDEN TOWN ,2,2011-11-20 14:07:00,12.5,14071.0,United Kingdom
Year 2010-2011,577541,21888,BINGO SET,4,2011-11-20 14:31:00,3.75,16899.0,United Kingdom
Year 2010-2011,577549,21917,SET 12 KIDS  WHITE CHALK STICKS,2,2011-11-20 15:00:00,0.42,17841.0,United Kingdom
Year 2010-2011,577550,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-11-20 15:05:00,4.15,17738.0,United Kingdom
Year 2010-2011,577557,22912,YELLOW COAT RACK PARIS FASHION,1,2011-11-20 15:36:00,4.95,15426.0,United Kingdom
Year 2010-2011,577601,23355,HOT WATER BOTTLE KEEP CALM,12,2011-11-21 08:31:00,4.95,17675.0,United Kingdom
Year 2010-2011,577726,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,8,2011-11-21 12:40:00,7.95,15676.0,United Kingdom
Year 2010-2011,577742,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-11-21 13:41:00,0.42,13755.0,United Kingdom
Year 2010-2011,577742,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-11-21 13:41:00,2.08,13755.0,United Kingdom
Year 2010-2011,577745,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-11-21 14:06:00,0.55,18139.0,United Kingdom
Year 2010-2011,577746,21914,BLUE HARMONICA IN BOX ,12,2011-11-21 14:17:00,1.25,15274.0,United Kingdom
Year 2010-2011,577748,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-21 14:24:00,0.42,15159.0,United Kingdom
Year 2010-2011,C577786,20719,WOODLAND CHARLOTTE BAG,-10,2011-11-21 16:27:00,0.72,13246.0,United Kingdom
Year 2010-2011,577794,23378,PACK OF 12 50'S CHRISTMAS TISSUES,5,2011-11-21 16:48:00,0.39,14030.0,United Kingdom
Year 2010-2011,C577817,22990,COTTON APRON PANTRY DESIGN,-1,2011-11-22 09:17:00,4.95,13081.0,United Kingdom
Year 2010-2011,578016,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,2011-11-22 13:02:00,0.83,14506.0,United Kingdom
Year 2010-2011,578017,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-11-22 13:07:00,4.95,13569.0,United Kingdom
Year 2010-2011,578022,21358,TOAST ITS - HAPPY BIRTHDAY,1,2011-11-22 13:25:00,1.25,17371.0,United Kingdom
Year 2010-2011,578068,23333,IVORY WICKER HEART MEDIUM,2,2011-11-22 15:45:00,1.25,14505.0,United Kingdom
Year 2010-2011,578072,23060,HEART BEADED TRELLIS DECORATION,12,2011-11-22 16:02:00,2.08,17759.0,United Kingdom
Year 2010-2011,578074,21819,GLITTER CHRISTMAS STAR ,6,2011-11-22 16:06:00,0.39,17590.0,United Kingdom
Year 2010-2011,578086,23432,PRETTY HANGING QUILTED HEARTS,12,2011-11-22 16:43:00,0.83,17519.0,United Kingdom
Year 2010-2011,578121,23439,HAND WARMER RED LOVE HEART,12,2011-11-23 10:23:00,2.1,14547.0,United Kingdom
Year 2010-2011,578151,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-11-23 11:18:00,2.95,16020.0,United Kingdom
Year 2010-2011,578151,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-11-23 11:18:00,1.45,16020.0,United Kingdom
Year 2010-2011,578153,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-11-23 11:22:00,8.5,12748.0,United Kingdom
Year 2010-2011,578252,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,160,2011-11-23 12:48:00,2.55,16079.0,United Kingdom
Year 2010-2011,578270,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,1,2011-11-23 13:39:00,0.83,14096.0,United Kingdom
Year 2010-2011,578270,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-11-23 13:39:00,0.83,14096.0,United Kingdom
Year 2010-2011,C578269,CRUK,CRUK Commission,-1,2011-11-23 13:39:00,849.93,14096.0,United Kingdom
Year 2010-2011,578309,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-23 16:20:00,0.29,15253.0,United Kingdom
Year 2010-2011,578508,23256,CHILDRENS CUTLERY SPACEBOY ,1,2011-11-24 13:06:00,4.15,16892.0,United Kingdom
Year 2010-2011,578522,15034,PAPER POCKET TRAVELING FAN ,4,2011-11-24 14:09:00,0.14,17254.0,United Kingdom
Year 2010-2011,578541,22847,BREAD BIN DINER STYLE IVORY,2,2011-11-24 15:01:00,16.95,14277.0,France
Year 2010-2011,578541,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-11-24 15:01:00,6.35,14277.0,France
Year 2010-2011,578634,21326,AGED GLASS SILVER T-LIGHT HOLDER,36,2011-11-24 16:34:00,0.65,16566.0,United Kingdom
Year 2010-2011,578666,48187,DOORMAT NEW ENGLAND,2,2011-11-24 17:06:00,8.25,17727.0,United Kingdom
Year 2010-2011,578687,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-11-25 09:23:00,1.95,14703.0,United Kingdom
Year 2010-2011,578696,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-11-25 10:02:00,2.08,13985.0,United Kingdom
Year 2010-2011,578702,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-11-25 10:58:00,1.65,15382.0,United Kingdom
Year 2010-2011,578719,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2011-11-25 11:25:00,1.65,17348.0,United Kingdom
Year 2010-2011,578757,16237,SLEEPING CAT ERASERS,1,2011-11-25 11:41:00,0.21,12748.0,United Kingdom
Year 2010-2011,578814,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,2011-11-25 13:40:00,0.85,12748.0,United Kingdom
Year 2010-2011,578901,22571,ROCKING HORSE RED CHRISTMAS ,9,2011-11-27 11:47:00,0.85,17812.0,United Kingdom
Year 2010-2011,578921,22630,DOLLY GIRL LUNCH BOX,1,2011-11-27 11:57:00,1.95,13596.0,United Kingdom
Year 2010-2011,578943,22197,POPCORN HOLDER,6,2011-11-27 13:35:00,0.85,15009.0,United Kingdom
Year 2010-2011,578949,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-11-27 14:30:00,4.25,14954.0,United Kingdom
Year 2010-2011,579103,21175,GIN AND TONIC DIET METAL SIGN,1,2011-11-28 11:39:00,2.55,18041.0,United Kingdom
Year 2010-2011,579125,22342,HOME GARLAND PAINTED ZINC ,24,2011-11-28 12:19:00,0.75,14215.0,United Kingdom
Year 2010-2011,579141,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2011-11-28 13:06:00,2.1,17019.0,United Kingdom
Year 2010-2011,579152,21088,SET/6 FRUIT SALAD PAPER CUPS,24,2011-11-28 13:26:00,0.19,12479.0,Germany
Year 2010-2011,579167,21907,I'M ON HOLIDAY METAL SIGN,2,2011-11-28 14:06:00,2.1,16800.0,United Kingdom
Year 2010-2011,579168,22210,WOOD STAMP SET BEST WISHES,10,2011-11-28 14:12:00,0.83,17806.0,United Kingdom
Year 2010-2011,579171,22988,SOLDIERS EGG CUP ,12,2011-11-28 14:30:00,1.25,13030.0,United Kingdom
Year 2010-2011,579196,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,3,2011-11-28 15:54:00,1.63,14096.0,United Kingdom
Year 2010-2011,579196,22439,6 ROCKET BALLOONS ,13,2011-11-28 15:54:00,1.25,14096.0,United Kingdom
Year 2010-2011,579196,22115,METAL SIGN EMPIRE TEA,2,2011-11-28 15:54:00,5.79,14096.0,United Kingdom
Year 2010-2011,579196,22549,PICTURE DOMINOES,4,2011-11-28 15:54:00,3.29,14096.0,United Kingdom
Year 2010-2011,579196,22670,FRENCH WC SIGN BLUE METAL,1,2011-11-28 15:54:00,2.46,14096.0,United Kingdom
Year 2010-2011,579256,C2,CARRIAGE,1,2011-11-29 08:07:00,50.0,13349.0,United Kingdom
Year 2010-2011,579258,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2011-11-29 08:21:00,0.85,15148.0,United Kingdom
Year 2010-2011,579458,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-11-29 14:38:00,2.95,16549.0,United Kingdom
Year 2010-2011,579461,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-11-29 14:42:00,2.08,15615.0,United Kingdom
Year 2010-2011,579465,82583,HOT BATHS METAL SIGN,1,2011-11-29 14:53:00,2.1,15790.0,United Kingdom
Year 2010-2011,579471,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-11-29 15:08:00,3.29,,United Kingdom
Year 2010-2011,579472,21810,CHRISTMAS HANGING STAR WITH BELL,5,2011-11-29 15:09:00,0.39,13521.0,United Kingdom
Year 2010-2011,579508,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-11-29 16:33:00,2.46,,United Kingdom
Year 2010-2011,579516,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-11-29 17:52:00,2.08,17841.0,United Kingdom
Year 2010-2011,579529,POST,POSTAGE,3,2011-11-30 08:50:00,18.0,12488.0,France
Year 2010-2011,579546,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-30 10:37:00,0.95,,United Kingdom
Year 2010-2011,579560,20728,LUNCH BAG CARS BLUE,1,2011-11-30 11:31:00,1.65,15039.0,United Kingdom
Year 2010-2011,579670,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-11-30 12:36:00,3.75,15611.0,United Kingdom
Year 2010-2011,579787,21770,OPEN CLOSED METAL SIGN,1,2011-11-30 15:33:00,9.96,,United Kingdom
Year 2010-2011,580053,22109,FULL ENGLISH BREAKFAST PLATE,24,2011-12-01 13:03:00,3.39,12912.0,United Kingdom
Year 2010-2011,580062,23406,HOME SWEET HOME KEY HOLDER,1,2011-12-01 13:28:00,6.25,15862.0,United Kingdom
Year 2010-2011,580075,22562,MONSTERS STENCIL CRAFT,24,2011-12-01 14:09:00,1.25,17014.0,United Kingdom
Year 2010-2011,580103,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-12-01 15:12:00,2.08,16242.0,United Kingdom
Year 2010-2011,580116,23570,TRADITIONAL PICK UP STICKS GAME ,48,2011-12-01 16:28:00,1.25,15290.0,United Kingdom
Year 2010-2011,580136,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-12-01 19:42:00,2.1,17841.0,United Kingdom
Year 2010-2011,580136,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-12-01 19:42:00,3.95,17841.0,United Kingdom
Year 2010-2011,580136,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-12-01 19:42:00,0.55,17841.0,United Kingdom
Year 2010-2011,580137,22197,POPCORN HOLDER,20,2011-12-01 19:54:00,0.85,17566.0,United Kingdom
Year 2010-2011,580160,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-12-02 10:47:00,1.45,12700.0,France
Year 2010-2011,580259,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-12-02 12:32:00,1.65,13705.0,United Kingdom
Year 2010-2011,580284,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,4,2011-12-02 13:21:00,0.39,15311.0,United Kingdom
Year 2010-2011,580289,82567,"AIRLINE LOUNGE,METAL SIGN",6,2011-12-02 13:32:00,2.1,15856.0,United Kingdom
Year 2010-2011,580309,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-12-02 14:46:00,2.08,14503.0,United Kingdom
Year 2010-2011,580357,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-12-02 16:07:00,0.42,15856.0,United Kingdom
Year 2010-2011,580374,23404,HOME SWEET HOME BLACKBOARD,6,2011-12-02 17:12:00,4.95,17584.0,United Kingdom
Year 2010-2011,580501,21742,LARGE ROUND WICKER PLATTER ,1,2011-12-04 13:00:00,5.95,14546.0,United Kingdom
Year 2010-2011,580501,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,4,2011-12-04 13:00:00,0.42,14546.0,United Kingdom
Year 2010-2011,580536,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-12-04 16:07:00,1.65,12490.0,France
Year 2010-2011,580539,21115,ROSE CARAVAN DOORSTOP,8,2011-12-05 08:39:00,1.95,18180.0,United Kingdom
Year 2010-2011,C580605,PLATFORMFEE,PLATFORM FEE,-1,2011-12-05 11:36:00,17836.46,,United Kingdom
Year 2010-2011,580611,21993,FLORAL FOLK STATIONERY SET,1,2011-12-05 11:49:00,1.25,12748.0,United Kingdom
Year 2010-2011,580637,22119,PEACE WOODEN BLOCK LETTERS,4,2011-12-05 12:40:00,1.95,15033.0,United Kingdom
Year 2010-2011,580639,22197,POPCORN HOLDER,2,2011-12-05 12:46:00,0.85,17254.0,United Kingdom
Year 2010-2011,580647,22816,CARD MOTORBIKE SANTA,12,2011-12-05 13:14:00,0.42,14083.0,United Kingdom
Year 2010-2011,580655,22574,HEART WOODEN CHRISTMAS DECORATION,5,2011-12-05 13:39:00,0.85,15854.0,United Kingdom
Year 2010-2011,580672,22447,PIN CUSHION BABUSHKA BLUE,1,2011-12-05 14:29:00,1.25,17920.0,United Kingdom
Year 2010-2011,580705,22435,SET OF 9 HEART SHAPED BALLOONS,100,2011-12-05 16:28:00,1.06,12683.0,France
Year 2010-2011,580712,22504,CABIN BAG VINTAGE RETROSPOT,2,2011-12-05 16:37:00,29.95,13021.0,United Kingdom
Year 2010-2011,580712,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-05 16:37:00,4.95,13021.0,United Kingdom
Year 2010-2011,580720,82582,AREA PATROLLED METAL SIGN,6,2011-12-05 16:55:00,2.1,14629.0,United Kingdom
Year 2010-2011,580727,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-12-05 17:17:00,1.25,14096.0,United Kingdom
Year 2010-2011,580727,22460,EMBOSSED GLASS TEALIGHT HOLDER,13,2011-12-05 17:17:00,2.46,14096.0,United Kingdom
Year 2010-2011,C580726,CRUK,CRUK Commission,-1,2011-12-05 17:17:00,1100.44,14096.0,United Kingdom
Year 2010-2011,580729,23078,ICE CREAM PEN LIP GLOSS ,1,2011-12-05 17:24:00,2.46,,United Kingdom
Year 2010-2011,580730,22573,STAR WOODEN CHRISTMAS DECORATION,5,2011-12-05 17:28:00,1.63,,United Kingdom
Year 2010-2011,580754,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3,2011-12-06 10:05:00,3.29,,United Kingdom
Year 2010-2011,580759,17091J,VANILLA INCENSE IN TIN,36,2011-12-06 10:30:00,0.38,17593.0,United Kingdom
Year 2010-2011,C580766,22667,RECIPE BOX RETROSPOT ,-1,2011-12-06 10:46:00,2.55,14562.0,United Kingdom
Year 2010-2011,580872,21967,PACK OF 12 SKULL TISSUES,2,2011-12-06 12:02:00,0.39,18283.0,United Kingdom
Year 2010-2011,C580954,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-25,2011-12-06 14:19:00,3.75,12967.0,United Kingdom
Year 2010-2011,580956,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,2011-12-06 14:23:00,2.1,17841.0,United Kingdom
Year 2010-2011,580956,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-12-06 14:23:00,1.65,17841.0,United Kingdom
Year 2010-2011,581003,23415,HOME SWEET HOME HOOK,24,2011-12-07 08:38:00,0.39,14911.0,EIRE
Year 2010-2011,581118,21466,RED FLOWER CROCHET FOOD COVER,6,2011-12-07 12:26:00,3.75,15136.0,United Kingdom
Year 2010-2011,581141,22561,WOODEN SCHOOL COLOURING SET,24,2011-12-07 13:35:00,1.65,14132.0,United Kingdom
Year 2010-2011,581146,23238,SET OF 4 KNICK KNACK TINS LONDON ,12,2011-12-07 13:53:00,4.15,17602.0,United Kingdom
Year 2010-2011,581150,23399,HOME SWEET HOME HANGING HEART,2,2011-12-07 14:12:00,0.85,17266.0,United Kingdom
Year 2010-2011,581166,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,2011-12-07 14:43:00,5.95,15525.0,United Kingdom
Year 2010-2011,581166,23290,SPACEBOY CHILDRENS BOWL,3,2011-12-07 14:43:00,1.25,15525.0,United Kingdom
Year 2010-2011,581179,23345, DOLLY GIRL BEAKER,12,2011-12-07 15:43:00,1.25,12471.0,Germany
Year 2010-2011,581191,90161B,ANT COPPER TURQ BOUDICCA BRACELET,2,2011-12-07 16:56:00,4.95,17449.0,United Kingdom
Year 2010-2011,581217,gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,1,2011-12-08 09:20:00,8.33,,United Kingdom
Year 2010-2011,581225,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-12-08 09:55:00,1.45,17677.0,United Kingdom
Year 2010-2011,581230,22629,SPACEBOY LUNCH BOX ,12,2011-12-08 10:24:00,1.95,14291.0,United Kingdom
Year 2010-2011,581325,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,2011-12-08 11:53:00,1.65,15877.0,United Kingdom
Year 2010-2011,581334,20978,36 PENCILS TUBE SKULLS,5,2011-12-08 12:07:00,1.25,17841.0,United Kingdom
Year 2010-2011,581377,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-12-08 12:44:00,0.79,14138.0,United Kingdom
Year 2010-2011,581404,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,2011-12-08 13:47:00,2.95,13680.0,United Kingdom
Year 2010-2011,581404,23336,EGG FRYING PAN PINK ,4,2011-12-08 13:47:00,2.08,13680.0,United Kingdom
